ITEM,SETOR,NUP,EMPRESA,VALOR,COMPETENCIA,CONTRATO,VENCIMENTO_CONTRATO,NOTA_PATRIMONIAL,PARCELA,ITEM_DESPESA,FONTE,NATUREZA_DE_DESPESA,RECURSO,P_A,NUMERO_EMPENHO,IMPOSTO_DE_RENDA,IMPOSTO_ISS,INSS,DATA_PAGAMENTO,VALOR_LIQUIDO,N_DA_LIQUIDAO,Unnamed_30
1339,CMMH,24001.059367/2025-54,PANORAMA,332.0,2025-07-01,OC,2025-11-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1340,CMMH,24001.059142/2025-06,COTAÇÃO COM REPRESENTAÇÃO,970.0,2025-07-01,OC,2025-10-22 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1341,CMMH,24001.059707/2025-47,DE PAULI,31261.0,2025-07-01,OC,2025-12-18 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1342,CMMH,24001.059058/2025-84,VIVA CARE,19250.0,2025-07-01,OC,2025-10-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1343,CMMH,24001.059385/2025-36,LUMIAR HEALTH,1860.0,2025-07-01,OC,2025-11-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1344,CMMH,24001.059357/2025-19,MAXXI DISTRIBUIDORA,736.0,2025-07-01,OC,2025-11-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1345,NUTRIÇÃO,24001.059280/2025-87, SELLENE COMERCIO,7472.0,2025-07-01,OC,2025-10-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1346,NUTRIÇÃO,24001.059279/2025-52,ART MEDICA,56016.0,2025-07-01,OC,2025-09-19 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1347,NUTRIÇÃO,24001.059287/2025-07,ART MEDICA,39000.0,2025-07-01,OC,2026-06-12 00:00:00.000000000,1050,900.0,1872,TESOURO,339030,Não Informado,,,,,,,,,
1348,CMMH,24001.059411/2025-26,HOLLISTER DO BRASIL,1720.0,2025-07-01,OC,2025-12-05 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1349,MANUTENÇÃO,24001.061377/2025-50,GEETA,89000.0,2025-07-01,408/2025,2026-04-24 00:00:00.000000000,975,,Não Informado,Não Informado,Não Informado,PRODUÇÃO,87393,,,,,,,,
1350,CMMH,24001.059426/2025-94,GASTROVISION,2958.0,2025-07-01,OC,2025-12-10 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1351,CMMH,24001.059054/2025-04,DATA - MEDICAL,3000.0,2025-07-01,OC,2025-10-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1352,CMMH,24001.059326/2025-68,QUEBEC COMERCIAL,9156.0,2025-07-01,OC,2025-11-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1353,CMMH, 24001.104898/2024-28,CALCARIAMED,30600.0,2025-07-01,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1354,CMMH,24001.059718/2025-27,FORTAL DISTRIBUIDORA,662.0,2025-07-01,OC,2025-12-18 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1355,CMMH,24001.058411/2025-17,UNIVEN LTDA,3155.0,2025-07-01,OC,2025-09-26 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1356,NUTRIÇÃO,24001.059283/2025-11,FRESENIUS KABI,12240.0,2025-07-01,OC,2025-12-05 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1357,MANUTENÇÃO, 24001.061421/2025-21,K G CONSTRUÇÕES ,19332483.0,2025-07-01,1400/2024,2025-10-07 00:00:00.000000000,1052,790.0,2166,FAE,339039,Não Informado,,,,,,,,,
1358,CEDIM,24001.061426/2025-54,SAPRA LANDAUER,269.0,,914/2022,2025-12-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1359,CEDIM,24001.061476/2025-31,SAPRA LANDAUER,28245.0,,914/2022,2025-12-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1360,MANUTENÇÃO,24001.061546/2025-51,STARC,16762.0,2025-07-01,1120/2024,2025-08-01 00:00:00.000000000,1050,794.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1361,MANUTENÇÃO,24001.061739/2025-11,LOCMED,30800.0,,286/2024,2025-07-22 00:00:00.000000000,1052,792.0,2163,FAE,339039,Não Informado,,,,,,,,,
1362,MANUTENÇÃO,24001.061904/2025-26,K G CONSTRUÇÕES,529601.0,2025-07-01,1400/2024,2025-10-07 00:00:00.000000000,1052,793.0,2166,FAE,339039,Não Informado,,,,,,,,,
1363,EXAMES,24001.059401/2025-91,SOMED,3072188.0,2025-06-01,700/2020,2025-08-06 00:00:00.000000000,1111,801.0,2192,FAE,339039,Não Informado,,,,,,,,,
1364,SEAGE,24001.062338/2025-70,ESPÓLIO DE MARISTELLA,1278007.0,2025-04-01,1046/2017,2026-07-05 00:00:00.000000000,1052,795.0,2083,FAE,339039,PORT. 6.426,87993,,,,,,,,
1365,SEAGE,24001.062347/2025-61,ESPÓLIO DE MARISTELLA,1159916.0,2025-05-01,1046/2017,2026-07-05 00:00:00.000000000,1052,795.0,2083,FAE,339039,"PORT. 6.426, ",87991,,,,,,,,
1366,SEAGE,24001.062463/2025-80,ESPÓLIO DE MARISTELLA,1159916.0,2025-06-01,1046/2017,2026-07-05 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1367,CMMH,24001.051513/2025-01,SURGICALLMED,160.0,2025-07-01,1454/2024,2025-11-07 00:00:00.000000000,1050,901.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
1368,FARMACIA,24001.062550/2025-37,ONCOVIT DISTRIBUIDORA,21883752.0,2025-07-05,OC,2026-07-10 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1369,MANUTENÇÃO,24001.062867/2025-73,SOLUÇÃO MOVEIS,68235.0,2025-07-01,1116/2024,2025-08-01 00:00:00.000000000,1097,799.0,2156,TESOURO,339030,Não Informado,,,,,,,,,
1370,LABORATORIO, 24001.020083/2025-78,GLOBAL COMERCIO,5050.0,2025-07-05,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1371,LABORATORIO, 24001.020083/2025-78,JOSE ROBERTO,3945.0,2025-07-05,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1372,MANUTENÇÃO,24001.063212/2025-12,WHITE MARTINS,35749362.0,2025-05-01,1048/2024,2025-10-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1373,MANUTENÇÃO,24001.063264/2025-99,MEDLIFE,3450.0,,526/2025,2026-06-16 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1374,EXAMES,24001.062794/2025-10,MARIA HELENA,13315.0,2025-05-01,1118/2022,2025-12-14 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1375,CMMH,24001.059181/2025-03,WILLIANNA PAIVA,52500.0,2025-07-01,1462/2024,2025-10-30 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1376,EXAMES,24001.062789/2025-15,MARIA HELENA,1633631.0,2025-05-01,112/2022,2026-04-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1377,EXAMES,24001.063606/2025-71,OMNIMAGEM,27450.0,2025-06-01,1298/2023,2025-12-19 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1378,MANUTENÇÃO,24001.063654/2025-69,DIOTEC,15180.0,2025-07-01,749/2024,2025-08-01 00:00:00.000000000,1094,796.0,2156,FAE,339039,RECURSO MAC,,,,,,,,,
1379,EXAMES,24001.062786/2025-73,MARIA HELENA,14600.0,2025-05-01,61/2025,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1380,EXAMES,24001.058686/2025-42,SONIA MARIA ,4676.0,2025-05-01,239/2022,2026-05-02 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1381,EXAMES,24001.064350/2025-19,HERMES PARDINIS,6686.0,2025-05-01,379/2024,2025-08-19 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1382,EXAMES,24001.064407/2025-80,HERMES PARDINIS,3500.0,2025-06-01,379/2024,2025-08-19 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1383,CMMH,24001.063364/2025-15,AGF MEDICAL,1706.0,2025-07-01,OC,2026-01-20 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1384,EXAMES,24001.050758/2025-11,OMNIMAGEM,2577643.0,2025-05-01,1073/2023,2025-12-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1385,EXAMES,24001.063661/2025-61,OMNIMAGEM,3090689.0,2025-06-01,1073/2023,2025-12-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1386,MANUTENÇÃO,24001.064457/2025-67,CEGAS,1832764.0,2025-07-01,359/2023,2026-04-20 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1387,SEAGE,24001.000776/2025-44,BRASLIMP TRANSPORTES,178124.0,2025-01-01,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1388,CMMH,24001.064697/2025-61,SURGICALLMED,1560.0,2025-08-01,1454/2024,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1389,EXAMES,24001.063519/2025-13,DNA,157931.0,2025-05-01,118/2022,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1390,LABORATORIO,24001.062466/2025-13,PHELLIPE DE PAULA,12096.0,2025-07-01,OC,2026-06-01 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1391,LABORATORIO,24001.062495/2025-85,BELIEVE FARMA,4696.0,2025-07-01,OC,2025-09-08 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1392,LABORATORIO," 24001.062502/2025-49
",ICP INOVACAO,1008.0,2025-07-01,OC,2026-04-13 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1393,MANUTENÇÃO,24001.064861/2025-31,INCOMED,339379.0,2025-07-01,70/2021,2026-02-22 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1394,MANUTENÇÃO,24001.064864/2025-74,PROEL,183452.0,2025-07-01,1077/2020,2025-09-26 00:00:00.000000000,TS,804.0,2156,TESOURO,Não Informado,Não Informado,,,,,,,,,
1395,MANUTENÇÃO,24001.064867/2025-16,PROEL,11250.0,2025-07-01,1005/2023,2025-09-19 00:00:00.000000000,TS,805.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1396,CMMH,24001.064913/2025-79,CIRURGICA FERNANDES,2670.0,2025-08-01,603/2025,2026-06-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1397,CMMH,24001.064814/2025-97,MEDIMAC COMERCIO,700.0,2025-08-01,OC,2025-10-27 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1398,CMMH,24001.065040/2025-11,TECHLIFE COMERCIO,29000.0,2025-08-01,1766/2024,2026-01-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1399,CMMH,24001.065026/2025-18,TECHLIFE COMERCIO,2700.0,2025-08-01,1766/2024,2026-01-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1400,CMMH,24001.061663/2025-15,SURGICALLMED,690.0,2025-07-01,1454/2024,2025-11-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1401,CMMH,24001.061666/2025-59,SURGICALLMED,1610.0,2025-07-01,1454/2024,2025-11-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1402,CMMH,24001.063162/2025-73,SURGICALLMED,1360.0,2025-07-01,1454/2024,2025-11-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1403,CMMH,24001.063164/2025-62,SURGICALLMED,80.0,2025-08-01,1454/2024,2025-11-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1404,LABORATORIO,24001.065362/2025-61,IMPORTEC,850904.0,2025-08-01,390/2025,2025-10-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1405,LABORATORIO,24001.065353/2025-70,IMPORTEC,850904.0,2025-08-01,390/2025,2025-10-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1406,MANUTENÇÃO,24001.065407/2025-05,MEDLIFE,6900.0,2025-07-01,526/2025,2026-06-16 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1407,LABORATORIO,24001.065352/2025-25,IMPORTEC,879029.0,2025-08-01,390/2025,2025-10-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1408,MANUTENÇÃO,24001.065309/2025-60,GE ENGENHARIA,3628239.0,2025-07-01,1049/2023,2025-10-09 00:00:00.000000000,TS,802.0,2156,500,339039,Não Informado,,,,,,,,,
1409,MANUTENÇÃO,24001.065368/2025-38,TK ELEVADORES,500651.0,2025-07-01,1114/2024,2025-09-11 00:00:00.000000000,TS,806.0,2156,500,339039,Não Informado,,,,,,,,,
1410,CMMH,24001.065442/2025-16,FOXPHARMA,3000.0,2025-08-01,OC,2025-08-11 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1411,MANUTENÇÃO,"24001.065164/2025-05
", AMED,13999.0,2025-08-01,69/2021 ,2026-02-18 00:00:00.000000000,TS,808.0,2156,500,339039,Não Informado,,,,,,,,,
1412,MANUTENÇÃO,24001.065166/2025-96, AMED,3900.0,2025-08-01,190/2025,2026-03-07 00:00:00.000000000,TS,807.0,2156,500,339039,Não Informado,,,,,,,,,
1413,CMMH,"24001.065499/2025-15
",HOSPMAIA,484.0,2025-08-01,OC,2025-08-12 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1414,MANUTENÇÃO,24001.065456/2025-30,ASSITEC,35476.0,2025-07-01,854/2019,2025-08-14 00:00:00.000000000,TS,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1415,MANUTENÇÃO,24001.065301/2025-01,EXCIMER,28507.0,2025-07-01,566/2022,2026-07-28 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1416,CMMH,24001.065485/2025-00,CEI COMÉRCIO,6000.0,2025-08-01,OC,2025-08-22 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1417,CMMH,24001.065459/2025-73,MR HOSPITALAR,17835.0,2025-08-01,OC,2025-08-11 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1418,LABORATORIO,"24001.065520/2025-82
",DIAGLAB,60480.0,2025-08-01,1470/2024,2025-11-04 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1419,LABORATORIO,24001.065500/2025-10,IMPORTEC,36810.0,2025-08-01," 1793/2024
",2026-01-08 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1420,MANUTENÇÃO, 24001.065591/2025-85,ANTONIO COLAÇO,1319896.0,2025-07-01,975/2022,2025-12-13 00:00:00.000000000,TS,810.0,2083,5000,339036,Não Informado,,,,,,,,,
1421,SEAGE,"24001.065749/2025-17
",RIGOBERTO,313215.0,2025-06-01,1123/2017,2025-11-12 00:00:00.000000000,TS,809.0,2083,500,339036,Não Informado,,,,,,,,,
1422,MANUTENÇÃO,24001.065325/2025-52,IMX,7204.0,2025-07-01,69/2025,2026-02-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1423,MANUTENÇÃO,24001.065303/2025-92,BONTEMPO,27800.0,2025-07-01,458/2025,2026-05-27 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1424,CMMH,24001.065347/2025-12,NEVALLI,1838832.0,2025-08-01,OC,2026-02-05 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1425,CMMH,24001.065055/2025-80,NEKTAR COMERCIO,3243.0,2025-08-01,OC,2025-09-12 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1426,CMMH,24001.065408/2025-41,ENFERMED,13412.0,2025-08-01,OC,2026-03-11 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1427,LABORATORIO,24001.065844/2025-11,DNE,53000.0,2025-08-01,1307/2024,2025-10-08 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1428,LABORATORIO,24001.065843/2025-76,DNE,122582.0,2025-08-01,1307/2024,2025-10-08 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1429,LABORATORIO,"24001.065839/2025-16
",DIAGLAB,60480.0,2025-08-01,1470/2024,2025-11-04 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1430,APLV,"24001.065210/2025-68
",ART MEDICA,873800.0,2025-08-01,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1431,APLV,24001.065229/2025-12,ART MEDICA,95635968.0,2025-08-01,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1432,MANUTENÇÃO," 24001.065998/2025-11
",CR OXIGÊNIO,516749.0,2025-07-01,185/2022,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1433,ALMOXARIFADO,24001.066275/2025-21,FG COMERCIO,56375.0,2025-08-01,OC,2025-08-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1434,ALMOXARIFADO,"24001.066289/2025-44
",FG COMERCIO,308.0,2025-08-01,OC,2025-08-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1435,CMMH,24001.065326/2025-05,MR HOSPITALAR,1470.0,2025-08-01,OC,2026-02-20 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1436,FARMACIA,"24001.065735/2025-01
",EMMARKA,14225.0,2025-08-01,OC,2026-03-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1437,FARMACIA,"24001.065724/2025-13
",COMERCIAL VALFARMA,267025.0,2025-08-01,OC,2026-06-26 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1438,ALMOXARIFADO,24001.066298/2025-35,PRISMA DISTRIBUIDORA,66513.0,2025-08-01,OC,2025-08-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1439,CMMH,"24001.065306/2025-26
",ART MEDICA,754355.0,2025-08-01,OC,2026-02-16 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1440,LABORATORIO,24001.065501/2025-56,IMPORTEC,36450.0,2025-08-01,OC,2026-03-09 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1441,LABORATORIO,24001.065498/2025-71,IMPORTEC,97300.0,2025-08-01,OC,2025-12-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1442,FARMACIA, 24001.065670/2025-96,GRIFOLS BRASIL,123390.0,2025-08-01,OC,2025-10-26 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1443,FARMACIA,24001.065746/2025-83,ONCO PROD,80000.0,2025-08-01,OC,2026-07-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1444,CMMH,"24001.065351/2025-81
",POLYSUTURE INDUSTRIA,4500.0,2025-08-01,OC,2026-02-05 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1445,FARMACIA,24001.065655/2025-48,EMMARKA,864864.0,2025-08-01,OC,2026-07-10 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1446,CMMH,24001.065414/2025-07,BEVIE COMERCIO,13526.0,2025-08-01,OC,2026-04-09 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1447,CMMH,24001.065060/2025-92,MEDIMAC COMERCIO,700.0,2025-08-01,OC,2025-10-27 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1448,CMMH,24001.065297/2025-73,PCAT COMERCIO,12852.0,2025-08-01,OC,2026-01-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1449,APLV, 24001.065210/2025-68,ART MEDICA,873800.0,2025-08-01,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1450,CMMH,24001.065321/2025-74,POLAR FIX,7800.0,2025-08-01,OC,2026-02-20 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1451,CMMH,"24001.065377/2025-29
",POLITEC IMPORTACAO,2500.0,2025-08-01,OC,2026-03-09 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1452,CMMH,"24001.065304/2025-37
",POOLTEX INDÚSTRIA,130104.0,2025-08-01,OC,2026-02-16 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1453,FARMACIA,24001.065654/2025-01,T S COMERCIAL,2250.0,2025-08-01,OC,2025-11-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1454,LABORATORIO,24001.065884/2025-62,GERAES DIAGNOSTICA,650.0,2025-08-01,OC,2026-04-13 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1455,LABORATORIO,24001.065837/2025-19,NEWLIFE COMERCIO,26480.0,2025-08-01,OC,2026-04-10 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1456,FARMACIA,24001.065878/2025-13,CIMED INDUSTRIA,46575.0,2025-08-01,OC,2026-07-13 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1457,MANUTENÇÃO,24001.066551/2025-51,MACNOR,4900.0,2025-07-01,1247/2020,2025-11-10 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1458,LABORATORIO,24001.065910/2025-52,ALPHA MEDICAMENTOS,525.0,2025-08-01,OC,2026-05-26 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1459,LABORATORIO,24001.066555/2025-39,MOLECULAR BIOTECNOLOGIA,2800.0,2025-07-01,1187/2024,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1460,CMMH,24001.066541/2025-15,UNIVEN ,6310.0,2025-08-01,OC,2025-09-26 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1461,FARMACIA, 24001.065887/2025-04,INDALABOR INDAIA,1490.0,2025-08-01,OC,2026-06-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1462,FARMACIA,24001.065995/2025-79,EMMARKA,65833.0,2025-08-01,OC,2026-07-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1463,CMMH,24001.066172/2025-61,MEDIMAC,700.0,2025-08-01,OC,2025-10-27 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1464,FARMACIA,24001.065701/2025-17, LABORATORIO TEUTO,6000.0,2025-08-01,OC,2026-06-25 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1465,CMMH,24001.066190/2025-42,ALPHARAD MATERIAIS,15600.0,2025-08-01,OC,2025-09-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1466,FARMACIA,24001.066655/2025-65,INOVAMED,24336.0,2025-08-01,OC,2025-08-20 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1467,CMMH, 24001.066720/2025-52,ATAX MED,6030.0,2025-08-01,1467/2024,2025-11-02 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1468,ALMOXARIFADO,24001.066434/2025-97,J V MAXIMUS,3150.0,2025-08-01,542/2025,2025-12-20 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1469,EXAMES,24001.067056/2025-69,MFAB,3253.0,2025-07-01,742/2022,2025-10-10 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1470,CMMH,24001.066786/2025-42,CIRURGICA BRASILEIRA,16435.0,2025-08-01,1404/2024,2025-10-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
